日期,凭证号,科目编码,科目名称,借方金额,贷方金额,摘要,制单人
2025-12-27,记-0144,6401,主营业务成本,38550.4,0.0,营业成本-现金收入,李四
2025-12-27,记-0144,1001,库存现金,0.0,38550.4,销售成本-现金收入,赵六
2025-12-28,记-0145,4001,实收资本,6471.87,0.0,资本注入-生产支出,李四
2025-12-28,记-0145,5001,生产成本,0.0,6471.87,资本注入-制造费用,赵六
2025-12-28,记-0146,1001,库存现金,3477.08,0.0,现金存入-服务收入,李四
2025-12-28,记-0146,6001,主营业务收入,0.0,3477.08,现金存入-服务收入,张三
2025-12-28,记-0147,1002,银行存款,91066.49,0.0,电汇-短期借款,王五
2025-12-28,记-0147,2001,短期借款,0.0,91066.49,银行存款-银行贷款,赵六
2025-12-29,记-0148,1002,银行存款,93805.17,0.0,银行转账-资本注入,赵六
2025-12-29,记-0148,4001,实收资本,0.0,93805.17,电汇-股东投资,王五
2025-12-29,记-0149,4001,实收资本,21244.79,0.0,股东投资-资产投资,王五
2025-12-29,记-0149,1601,固定资产,0.0,21244.79,股东投资-资产投资,赵六
2025-12-29,记-0150,6602,管理费用,41408.97,0.0,办公费用-销售费用,张三
2025-12-29,记-0150,6601,销售费用,0.0,41408.97,人工成本-广告费,赵六
2025-12-29,记-0151,1002,银行存款,142797.52,0.0,银行存款-短期借款,王五
2025-12-29,记-0151,2001,短期借款,0.0,142797.52,银行转账-借款,王五
2025-12-29,记-0152,1001,库存现金,12996.03,0.0,现金提取-应收账款,张三
2025-12-29,记-0152,1121,应收账款,0.0,12996.03,现金收入-销售回款,赵六
2025-12-30,记-0153,6001,主营业务收入,617.92,0.0,销售收入-手续费,张三
2025-12-30,记-0153,6603,财务费用,0.0,617.92,服务收入-利息支出,赵六
2025-12-30,记-0154,6601,销售费用,33459.7,0.0,销售费用-现金收入,王五
2025-12-30,记-0154,1001,库存现金,0.0,33459.7,广告费-现金收入,王五
2025-12-30,记-0155,4001,实收资本,21454.26,0.0,资本注入-设备购买,李四
2025-12-30,记-0155,1601,固定资产,0.0,21454.26,资本注入-资产投资,赵六
2025-12-30,记-0156,6602,管理费用,48169.21,0.0,管理费用-应付账款,李四
2025-12-30,记-0156,2202,应付账款,0.0,48169.21,管理费用-供应商付款,王五
2025-12-30,记-0157,6401,主营业务成本,9531.59,0.0,销售成本-供应商付款,张三
2025-12-30,记-0157,2202,应付账款,0.0,9531.59,销售成本-应付账款,李四
2025-12-30,记-0158,1001,库存现金,37802.25,0.0,现金提取-原材料购买,张三
2025-12-30,记-0158,1401,材料采购,0.0,37802.25,现金提取-材料采购,赵六
2025-12-31,记-0159,1601,固定资产,159878.15,0.0,固定资产购置-股东投资,李四
2025-12-31,记-0159,4001,实收资本,0.0,159878.15,固定资产购置-资本注入,张三
2025-12-31,记-0160,6401,主营业务成本,19475.98,0.0,产品成本-生产成本,张三
2025-12-31,记-0160,5001,生产成本,0.0,19475.98,产品成本-生产成本,王五
2025-12-31,记-0161,6602,管理费用,15521.66,0.0,人工成本-设备购买,赵六
2025-12-31,记-0161,1601,固定资产,0.0,15521.66,人工成本-设备购买,李四
2025-12-31,记-0162,1002,银行存款,128421.1,0.0,电汇-借款,王五
2025-12-31,记-0162,2001,短期借款,0.0,128421.1,银行取款-银行贷款,赵六
2025-12-31,记-0163,5001,生产成本,20815.71,0.0,制造费用-应收账款,王五
2025-12-31,记-0163,1121,应收账款,0.0,20815.71,生产支出-销售回款,赵六
2025-12-31,记-0164,2001,短期借款,33184.66,0.0,借款-广告费,张三
2025-12-31,记-0164,6601,销售费用,0.0,33184.66,银行贷款-广告费,赵六
2025-12-31,记-0165,1001,库存现金,11494.36,0.0,现金收入-人工成本,赵六
2025-12-31,记-0165,6602,管理费用,0.0,11494.36,现金存入-办公费用,赵六
2025-12-31,记-0166,6001,主营业务收入,15260.55,0.0,销售收入-设备购买,张三
2025-12-31,记-0166,1601,固定资产,0.0,15260.55,服务收入-设备购买,张三
2026-01-01,记-0167,1601,固定资产,5317.04,0.0,资产投资-制造费用,李四
2026-01-01,记-0167,5001,生产成本,0.0,5317.04,固定资产购置-制造费用,赵六
2026-01-01,记-0168,1002,银行存款,7289.01,0.0,电汇-设备购买,张三
2026-01-01,记-0168,1601,固定资产,0.0,7289.01,电汇-资产投资,李四
2026-01-01,记-0169,1002,银行存款,98439.88,0.0,银行存款-实收资本,李四
2026-01-01,记-0169,4001,实收资本,0.0,98439.88,银行存款-实收资本,张三
2026-01-01,记-0170,2202,应付账款,8276.82,0.0,供应商付款-资产投资,张三
2026-01-01,记-0170,1601,固定资产,0.0,8276.82,采购付款-资产投资,王五
2026-01-01,记-0171,1002,银行存款,116037.02,0.0,银行取款-股东投资,王五
2026-01-01,记-0171,4001,实收资本,0.0,116037.02,银行存款-资本注入,李四
2026-01-02,记-0172,4001,实收资本,48230.07,0.0,实收资本-销售成本,李四
2026-01-02,记-0172,6401,主营业务成本,0.0,48230.07,资本注入-营业成本,赵六
2026-01-02,记-0173,1002,银行存款,166350.87,0.0,银行取款-银行贷款,王五
2026-01-02,记-0173,2001,短期借款,0.0,166350.87,银行转账-短期借款,王五
2026-01-02,记-0174,1002,银行存款,109084.39,0.0,银行存款-短期借款,王五
2026-01-02,记-0174,2001,短期借款,0.0,109084.39,银行转账-短期借款,张三
2026-01-02,记-0175,1002,银行存款,111800.89,0.0,银行转账-资本注入,王五
2026-01-02,记-0175,4001,实收资本,0.0,111800.89,电汇-股东投资,李四
2026-01-03,记-0176,1002,银行存款,123752.8,0.0,银行存款-股东投资,张三
2026-01-03,记-0176,4001,实收资本,0.0,123752.8,银行存款-股东投资,王五
2026-01-03,记-0177,1001,库存现金,15764.95,0.0,现金提取-销售收入,赵六
2026-01-03,记-0177,6001,主营业务收入,0.0,15764.95,现金收入-服务收入,张三
2026-01-03,记-0178,6601,销售费用,19815.23,0.0,广告费-产品成本,赵六
2026-01-03,记-0178,6401,主营业务成本,0.0,19815.23,广告费-销售成本,赵六
2026-01-04,记-0179,6602,管理费用,6319.8,0.0,管理费用-原材料购买,赵六
2026-01-04,记-0179,1401,材料采购,0.0,6319.8,管理费用-原材料购买,赵六
2026-01-04,记-0180,1001,库存现金,25207.79,0.0,现金收入-销售收入,赵六
2026-01-04,记-0180,6001,主营业务收入,0.0,25207.79,现金支出-营业外收入,王五
2026-01-05,记-0181,1601,固定资产,95877.65,0.0,固定资产购置-资本注入,张三
2026-01-05,记-0181,4001,实收资本,0.0,95877.65,设备购买-实收资本,李四
2026-01-05,记-0182,6401,主营业务成本,37226.0,0.0,销售成本-借款,王五
2026-01-05,记-0182,2001,短期借款,0.0,37226.0,销售成本-银行贷款,赵六
2026-01-05,记-0183,6601,销售费用,4048.06,0.0,营销费用-设备购买,李四
2026-01-05,记-0183,1601,固定资产,0.0,4048.06,营销费用-设备购买,王五
2026-01-05,记-0184,6001,主营业务收入,4023.93,0.0,营业外收入-营业成本,王五
2026-01-05,记-0184,6401,主营业务成本,0.0,4023.93,销售收入-产品成本,赵六
2026-01-05,记-0185,6001,主营业务收入,23044.0,0.0,营业外收入-银行取款,李四
2026-01-05,记-0185,1002,银行存款,0.0,23044.0,销售收入-银行取款,张三
2026-01-05,记-0186,1001,库存现金,16541.02,0.0,现金存入-手续费,王五
2026-01-05,记-0186,6603,财务费用,0.0,16541.02,现金提取-手续费,王五
2026-01-06,记-0187,1001,库存现金,152092.02,0.0,现金存入-银行贷款,张三
2026-01-06,记-0187,2001,短期借款,0.0,152092.02,现金提取-银行贷款,李四
2026-01-06,记-0188,1401,材料采购,12550.27,0.0,材料采购-财务费用,赵六
2026-01-06,记-0188,6603,财务费用,0.0,12550.27,采购付款-手续费,王五
2026-01-06,记-0189,1121,应收账款,46689.47,0.0,应收账款-借款,王五
2026-01-06,记-0189,2001,短期借款,0.0,46689.47,客户付款-短期借款,张三
2026-01-06,记-0190,1002,银行存款,35031.02,0.0,银行存款-股东投资,张三
2026-01-06,记-0190,4001,实收资本,0.0,35031.02,电汇-资本注入,王五
2026-01-07,记-0191,6603,财务费用,6719.22,0.0,手续费-实收资本,王五
2026-01-07,记-0191,4001,实收资本,0.0,6719.22,利息支出-股东投资,王五
2026-01-07,记-0192,1002,银行存款,32202.84,0.0,电汇-固定资产购置,张三
2026-01-07,记-0192,1601,固定资产,0.0,32202.84,银行取款-设备购买,张三
2026-01-07,记-0193,6401,主营业务成本,7268.66,0.0,营业成本-财务费用,张三
2026-01-07,记-0193,6603,财务费用,0.0,7268.66,产品成本-财务费用,张三
2026-01-08,记-0194,1601,固定资产,128423.57,0.0,资产投资-银行贷款,赵六
2026-01-08,记-0194,2001,短期借款,0.0,128423.57,资产投资-银行贷款,李四
2026-01-08,记-0195,2202,应付账款,41787.46,0.0,应付账款-办公费用,李四
2026-01-08,记-0195,6602,管理费用,0.0,41787.46,应付账款-管理费用,王五
2026-01-08,记-0196,5001,生产成本,31961.84,0.0,生产成本-供应商付款,张三
2026-01-08,记-0196,2202,应付账款,0.0,31961.84,生产支出-应付账款,张三
2026-01-09,记-0197,1601,固定资产,10385.91,0.0,资产投资-利息支出,张三
2026-01-09,记-0197,6603,财务费用,0.0,10385.91,设备购买-利息支出,张三
2026-01-09,记-0198,1001,库存现金,155402.09,0.0,现金收入-资本注入,李四
2026-01-09,记-0198,4001,实收资本,0.0,155402.09,现金存入-股东投资,张三
2026-01-09,记-0199,1121,应收账款,38671.09,0.0,客户付款-营销费用,王五
2026-01-09,记-0199,6601,销售费用,0.0,38671.09,应收账款-营销费用,李四
2026-01-10,记-0200,1002,银行存款,546.33,0.0,电汇-广告费,赵六
2026-01-10,记-0200,6601,销售费用,0.0,546.33,银行转账-销售费用,张三
2026-01-10,记-0201,6001,主营业务收入,43606.48,0.0,服务收入-现金收入,赵六
2026-01-10,记-0201,1001,库存现金,0.0,43606.48,销售收入-现金存入,李四
2026-01-10,记-0202,6601,销售费用,39809.63,0.0,营销费用-管理费用,赵六
2026-01-10,记-0202,6602,管理费用,0.0,39809.63,销售费用-人工成本,张三
2026-01-10,记-0203,1001,库存现金,14665.94,0.0,现金存入-营业外收入,赵六
2026-01-10,记-0203,6001,主营业务收入,0.0,14665.94,现金收入-营业外收入,张三
2026-01-10,记-0204,1002,银行存款,102867.37,0.0,银行取款-银行贷款,张三
2026-01-10,记-0204,2001,短期借款,0.0,102867.37,银行存款-借款,张三
2026-01-11,记-0205,1001,库存现金,13197.97,0.0,现金存入-营业外收入,李四
2026-01-11,记-0205,6001,主营业务收入,0.0,13197.97,现金支出-服务收入,李四
2026-01-11,记-0206,6602,管理费用,9947.36,0.0,办公费用-销售收入,张三
2026-01-11,记-0206,6001,主营业务收入,0.0,9947.36,办公费用-服务收入,赵六
2026-01-11,记-0207,1001,库存现金,104233.49,0.0,现金支出-股东投资,李四
2026-01-11,记-0207,4001,实收资本,0.0,104233.49,现金支出-实收资本,王五
2026-01-11,记-0208,1001,库存现金,29854.81,0.0,现金收入-销售收入,赵六
2026-01-11,记-0208,6001,主营业务收入,0.0,29854.81,现金收入-销售收入,张三
2026-01-11,记-0209,4001,实收资本,19304.16,0.0,实收资本-营业外收入,李四
2026-01-11,记-0209,6001,主营业务收入,0.0,19304.16,股东投资-销售收入,李四
2026-01-12,记-0210,5001,生产成本,46268.43,0.0,制造费用-应收账款,王五
2026-01-12,记-0210,1121,应收账款,0.0,46268.43,生产支出-应收账款,李四
2026-01-12,记-0211,6602,管理费用,48893.42,0.0,办公费用-产品成本,张三
2026-01-12,记-0211,6401,主营业务成本,0.0,48893.42,人工成本-产品成本,王五
2026-01-12,记-0212,6401,主营业务成本,14213.43,0.0,产品成本-原材料购买,赵六
2026-01-12,记-0212,1401,材料采购,0.0,14213.43,营业成本-材料采购,李四
2026-01-12,记-0213,1002,银行存款,91611.31,0.0,银行存款-资本注入,张三
2026-01-12,记-0213,4001,实收资本,0.0,91611.31,电汇-股东投资,张三
2026-01-12,记-0214,1601,固定资产,9378.07,0.0,资产投资-服务收入,赵六
2026-01-12,记-0214,6001,主营业务收入,0.0,9378.07,资产投资-销售收入,张三
2026-01-13,记-0215,6401,主营业务成本,44508.03,0.0,销售成本-管理费用,王五
2026-01-13,记-0215,6602,管理费用,0.0,44508.03,产品成本-管理费用,张三
2026-01-13,记-0216,2001,短期借款,1096.27,0.0,银行贷款-原材料购买,王五
2026-01-13,记-0216,1401,材料采购,0.0,1096.27,借款-原材料购买,李四
2026-01-13,记-0217,1002,银行存款,155531.05,0.0,银行转账-借款,赵六
2026-01-13,记-0217,2001,短期借款,0.0,155531.05,银行转账-银行贷款,张三
2026-01-13,记-0218,6601,销售费用,35961.66,0.0,营销费用-现金收入,李四
2026-01-13,记-0218,1001,库存现金,0.0,35961.66,广告费-现金存入,赵六
2026-01-13,记-0219,6601,销售费用,4620.88,0.0,销售费用-现金支出,赵六
2026-01-13,记-0219,1001,库存现金,0.0,4620.88,销售费用-现金支出,赵六
2026-01-13,记-0220,2001,短期借款,11897.66,0.0,短期借款-材料采购,张三
2026-01-13,记-0220,1401,材料采购,0.0,11897.66,银行贷款-采购付款,赵六
2026-01-13,记-0221,6001,主营业务收入,32519.05,0.0,营业外收入-销售回款,张三
2026-01-13,记-0221,1121,应收账款,0.0,32519.05,服务收入-应收账款,李四
2026-01-13,记-0222,2202,应付账款,4165.32,0.0,应付账款-制造费用,张三
2026-01-13,记-0222,5001,生产成本,0.0,4165.32,供应商付款-生产成本,赵六
2026-01-14,记-0223,1601,固定资产,35057.91,0.0,固定资产购置-短期借款,张三
2026-01-14,记-0223,2001,短期借款,0.0,35057.91,资产投资-银行贷款,张三
2026-01-14,记-0224,4001,实收资本,17604.07,0.0,股东投资-现金支出,李四
2026-01-14,记-0224,1001,库存现金,0.0,17604.07,资本注入-现金收入,张三
2026-01-14,记-0225,6601,销售费用,29081.76,0.0,销售费用-生产支出,王五
2026-01-14,记-0225,5001,生产成本,0.0,29081.76,销售费用-生产支出,张三
2026-01-14,记-0226,2202,应付账款,2346.31,0.0,采购付款-银行贷款,王五
2026-01-14,记-0226,2001,短期借款,0.0,2346.31,供应商付款-银行贷款,张三
2026-01-14,记-0227,1001,库存现金,135684.92,0.0,现金收入-实收资本,张三
2026-01-14,记-0227,4001,实收资本,0.0,135684.92,现金支出-股东投资,张三
2026-01-14,记-0228,1401,材料采购,20559.58,0.0,采购付款-销售收入,张三
2026-01-14,记-0228,6001,主营业务收入,0.0,20559.58,采购付款-服务收入,李四
2026-01-14,记-0229,1601,固定资产,11150.51,0.0,资产投资-电汇,赵六
2026-01-14,记-0229,1002,银行存款,0.0,11150.51,设备购买-银行取款,张三
2026-01-14,记-0230,1601,固定资产,28465.45,0.0,设备购买-现金收入,王五
2026-01-14,记-0230,1001,库存现金,0.0,28465.45,设备购买-现金提取,赵六
2026-01-15,记-0231,1001,库存现金,187152.0,0.0,现金收入-股东投资,王五
2026-01-15,记-0231,4001,实收资本,0.0,187152.0,现金存入-资本注入,王五
2026-01-15,记-0232,1002,银行存款,11407.04,0.0,银行存款-营业外收入,李四
2026-01-15,记-0232,6001,主营业务收入,0.0,11407.04,银行转账-销售收入,张三
2026-01-15,记-0233,1002,银行存款,118788.63,0.0,银行取款-银行贷款,赵六
2026-01-15,记-0233,2001,短期借款,0.0,118788.63,银行存款-借款,赵六
2026-01-15,记-0234,5001,生产成本,28199.67,0.0,生产成本-采购付款,张三
2026-01-15,记-0234,2202,应付账款,0.0,28199.67,生产成本-供应商付款,张三
2026-01-15,记-0235,1601,固定资产,22849.87,0.0,固定资产购置-供应商付款,王五
2026-01-15,记-0235,2202,应付账款,0.0,22849.87,资产投资-应付账款,赵六
2026-01-15,记-0236,6001,主营业务收入,13846.84,0.0,销售收入-资本注入,张三
2026-01-15,记-0236,4001,实收资本,0.0,13846.84,服务收入-资本注入,王五
2026-01-15,记-0237,1002,银行存款,13484.01,0.0,银行存款-现金支出,王五
2026-01-15,记-0237,1001,库存现金,0.0,13484.01,银行取款-现金支出,张三
2026-01-15,记-0238,6603,财务费用,41094.26,0.0,利息支出-采购付款,王五
2026-01-15,记-0238,2202,应付账款,0.0,41094.26,手续费-供应商付款,张三
2026-01-16,记-0239,1401,材料采购,41919.44,0.0,原材料购买-营业成本,张三
2026-01-16,记-0239,6401,主营业务成本,0.0,41919.44,原材料购买-产品成本,李四
2026-01-16,记-0240,1002,银行存款,1493.86,0.0,银行存款-生产支出,王五
2026-01-16,记-0240,5001,生产成本,0.0,1493.86,银行转账-生产成本,张三
2026-01-16,记-0241,1001,库存现金,185489.37,0.0,现金存入-借款,张三
2026-01-16,记-0241,2001,短期借款,0.0,185489.37,现金支出-短期借款,王五
2026-01-16,记-0242,1001,库存现金,199041.16,0.0,现金提取-借款,张三
2026-01-16,记-0242,2001,短期借款,0.0,199041.16,现金存入-借款,李四
2026-01-16,记-0243,1601,固定资产,96993.18,0.0,固定资产购置-实收资本,李四
2026-01-16,记-0243,4001,实收资本,0.0,96993.18,固定资产购置-资本注入,李四
2026-01-17,记-0244,1401,材料采购,11079.64,0.0,原材料购买-管理费用,张三
2026-01-17,记-0244,6602,管理费用,0.0,11079.64,材料采购-办公费用,李四
2026-01-17,记-0245,1001,库存现金,18528.86,0.0,现金提取-销售收入,王五
2026-01-17,记-0245,6001,主营业务收入,0.0,18528.86,现金提取-营业外收入,李四
2026-01-17,记-0246,6601,销售费用,48414.58,0.0,广告费-营业外收入,王五
2026-01-17,记-0246,6001,主营业务收入,0.0,48414.58,销售费用-销售收入,张三
2026-01-18,记-0247,1002,银行存款,93474.26,0.0,银行取款-借款,赵六
2026-01-18,记-0247,2001,短期借款,0.0,93474.26,银行取款-借款,李四
2026-01-18,记-0248,1001,库存现金,3338.49,0.0,现金支出-营业外收入,张三
2026-01-18,记-0248,6001,主营业务收入,0.0,3338.49,现金收入-销售收入,赵六
2026-01-18,记-0249,2001,短期借款,28730.61,0.0,短期借款-办公费用,李四
2026-01-18,记-0249,6602,管理费用,0.0,28730.61,短期借款-办公费用,李四
2026-01-18,记-0250,6601,销售费用,37115.35,0.0,销售费用-采购付款,李四
2026-01-18,记-0250,2202,应付账款,0.0,37115.35,营销费用-应付账款,王五
2026-01-18,记-0251,1002,银行存款,144898.69,0.0,电汇-短期借款,赵六
2026-01-18,记-0251,2001,短期借款,0.0,144898.69,银行取款-银行贷款,李四
2026-01-18,记-0252,2202,应付账款,42425.44,0.0,采购付款-实收资本,张三
2026-01-18,记-0252,4001,实收资本,0.0,42425.44,供应商付款-资本注入,赵六
2026-01-18,记-0253,1002,银行存款,95225.64,0.0,银行转账-实收资本,王五
2026-01-18,记-0253,4001,实收资本,0.0,95225.64,电汇-实收资本,李四
2026-01-19,记-0254,6602,管理费用,22015.63,0.0,人工成本-生产成本,王五
2026-01-19,记-0254,5001,生产成本,0.0,22015.63,管理费用-生产成本,赵六
2026-01-19,记-0255,1601,固定资产,105732.48,0.0,设备购买-股东投资,李四
2026-01-19,记-0255,4001,实收资本,0.0,105732.48,资产投资-资本注入,李四
2026-01-20,记-0256,1401,材料采购,11547.54,0.0,材料采购-销售回款,李四
2026-01-20,记-0256,1121,应收账款,0.0,11547.54,原材料购买-客户付款,王五
2026-01-20,记-0257,1002,银行存款,40623.93,0.0,电汇-应付账款,赵六
2026-01-20,记-0257,2202,应付账款,0.0,40623.93,银行取款-供应商付款,李四
2026-01-20,记-0258,1601,固定资产,15020.19,0.0,固定资产购置-供应商付款,赵六
2026-01-20,记-0258,2202,应付账款,0.0,15020.19,设备购买-供应商付款,王五
2026-01-20,记-0259,6001,主营业务收入,7511.82,0.0,销售收入-广告费,赵六
2026-01-20,记-0259,6601,销售费用,0.0,7511.82,销售收入-销售费用,张三
2026-01-20,记-0260,6001,主营业务收入,24224.84,0.0,营业外收入-银行存款,张三
2026-01-20,记-0260,1002,银行存款,0.0,24224.84,营业外收入-银行存款,王五
2026-01-20,记-0261,1401,材料采购,33782.39,0.0,材料采购-手续费,张三
2026-01-20,记-0261,6603,财务费用,0.0,33782.39,原材料购买-手续费,李四
2026-01-21,记-0262,6601,销售费用,28894.44,0.0,营销费用-生产成本,李四
2026-01-21,记-0262,5001,生产成本,0.0,28894.44,广告费-生产支出,李四
2026-01-21,记-0263,6602,管理费用,49206.96,0.0,办公费用-实收资本,赵六
2026-01-21,记-0263,4001,实收资本,0.0,49206.96,管理费用-实收资本,赵六
2026-01-21,记-0264,1601,固定资产,19212.04,0.0,固定资产购置-供应商付款,张三
2026-01-21,记-0264,2202,应付账款,0.0,19212.04,资产投资-应付账款,李四
2026-01-21,记-0265,6602,管理费用,28842.41,0.0,管理费用-手续费,王五
2026-01-21,记-0265,6603,财务费用,0.0,28842.41,管理费用-利息支出,赵六
2026-01-21,记-0266,5001,生产成本,48240.65,0.0,生产成本-原材料购买,张三
2026-01-21,记-0266,1401,材料采购,0.0,48240.65,生产成本-采购付款,王五
2026-01-21,记-0267,6602,管理费用,47808.18,0.0,管理费用-现金存入,李四
2026-01-21,记-0267,1001,库存现金,0.0,47808.18,人工成本-现金收入,赵六
2026-01-22,记-0268,6601,销售费用,410.35,0.0,销售费用-实收资本,赵六
2026-01-22,记-0268,4001,实收资本,0.0,410.35,广告费-资本注入,李四
2026-01-22,记-0269,1601,固定资产,85559.66,0.0,设备购买-借款,赵六
2026-01-22,记-0269,2001,短期借款,0.0,85559.66,资产投资-银行贷款,李四
2026-01-22,记-0270,5001,生产成本,13861.16,0.0,制造费用-广告费,赵六
2026-01-22,记-0270,6601,销售费用,0.0,13861.16,生产支出-营销费用,赵六
2026-01-22,记-0271,1002,银行存款,6796.88,0.0,银行存款-现金存入,张三
2026-01-22,记-0271,1001,库存现金,0.0,6796.88,电汇-现金提取,李四
2026-01-22,记-0272,1601,固定资产,108593.24,0.0,设备购买-股东投资,赵六
2026-01-22,记-0272,4001,实收资本,0.0,108593.24,资产投资-资本注入,张三
2026-01-22,记-0273,1002,银行存款,21053.38,0.0,电汇-股东投资,李四
2026-01-22,记-0273,4001,实收资本,0.0,21053.38,电汇-股东投资,张三
2026-01-22,记-0274,5001,生产成本,49812.82,0.0,制造费用-银行贷款,赵六
2026-01-22,记-0274,2001,短期借款,0.0,49812.82,生产支出-借款,张三
2026-01-23,记-0275,6001,主营业务收入,12023.16,0.0,营业外收入-应收账款,张三
2026-01-23,记-0275,1121,应收账款,0.0,12023.16,销售收入-客户付款,赵六
2026-01-23,记-0276,1601,固定资产,10982.33,0.0,设备购买-制造费用,李四
2026-01-23,记-0276,5001,生产成本,0.0,10982.33,资产投资-生产成本,李四
2026-01-23,记-0277,1121,应收账款,46413.58,0.0,客户付款-人工成本,赵六
2026-01-23,记-0277,6602,管理费用,0.0,46413.58,客户付款-人工成本,赵六
2026-01-23,记-0278,1601,固定资产,166066.79,0.0,资产投资-资本注入,张三
2026-01-23,记-0278,4001,实收资本,0.0,166066.79,设备购买-股东投资,赵六
2026-01-23,记-0279,1601,固定资产,11047.72,0.0,固定资产购置-银行取款,李四
2026-01-23,记-0279,1002,银行存款,0.0,11047.72,固定资产购置-电汇,王五
2026-01-24,记-0280,5001,生产成本,36214.18,0.0,生产支出-材料采购,张三
2026-01-24,记-0280,1401,材料采购,0.0,36214.18,生产支出-材料采购,王五
2026-01-24,记-0281,2202,应付账款,29867.28,0.0,供应商付款-生产成本,张三
2026-01-24,记-0281,5001,生产成本,0.0,29867.28,应付账款-生产支出,李四
2026-01-24,记-0282,6603,财务费用,9482.67,0.0,利息支出-服务收入,王五
2026-01-24,记-0282,6001,主营业务收入,0.0,9482.67,手续费-营业外收入,赵六
2026-01-24,记-0283,1002,银行存款,34761.97,0.0,电汇-营销费用,张三
2026-01-24,记-0283,6601,销售费用,0.0,34761.97,银行存款-销售费用,赵六
2026-01-25,记-0284,1001,库存现金,10428.25,0.0,现金收入-销售收入,张三
2026-01-25,记-0284,6001,主营业务收入,0.0,10428.25,现金存入-销售收入,王五
2026-01-25,记-0285,1002,银行存款,92607.99,0.0,银行取款-实收资本,张三
2026-01-25,记-0285,4001,实收资本,0.0,92607.99,银行取款-股东投资,李四
2026-01-26,记-0286,6601,销售费用,48365.54,0.0,销售费用-销售回款,李四
2026-01-26,记-0286,1121,应收账款,0.0,48365.54,营销费用-客户付款,张三
2026-01-26,记-0287,1601,固定资产,167660.91,0.0,资产投资-借款,李四
2026-01-26,记-0287,2001,短期借款,0.0,167660.91,资产投资-短期借款,赵六
